investor_id,avg_gap_days,at_risk
INV001581,,False
INV001582,,False
INV001583,,False
INV001584,,False
INV001585,56.6,True
INV001586,,False
INV001587,65.0,True
INV001588,,False
INV001589,,False
INV001590,,False
INV001591,,False
INV001592,,False
INV001593,,False
INV001594,,False
INV001595,,False
INV001596,,False
INV001597,56.0,True
INV001598,,False
INV001599,58.2,True
INV001600,,False
INV001601,,False
INV001602,93.8,True
INV001603,54.5,True
INV001604,,False
INV001605,60.57142857142857,True
INV001606,67.66666666666667,True
INV001607,,False
INV001608,,False
INV001609,,False
INV001611,,False
INV001612,,False
INV001613,,False
INV001614,,False
INV001615,,False
INV001616,53.0,True
INV001617,,False
INV001618,,False
INV001619,,False
INV001620,,False
INV001621,,False
INV001622,,False
INV001623,92.0,True
INV001624,,False
INV001625,72.0,True
INV001626,,False
INV001627,,False
INV001628,51.714285714285715,True
INV001629,67.5,True
INV001630,,False
INV001631,57.0,True
INV001633,,False
INV001634,,False
INV001635,,False
INV001636,48.875,True
INV001637,,False
INV001638,,False
INV001639,,False
INV001640,,False
INV001641,88.4,True
INV001642,,False
INV001643,,False
INV001644,65.6,True
INV001645,67.6,True
INV001646,,False
INV001648,,False
INV001649,51.666666666666664,True
INV001650,,False
INV001651,78.66666666666667,True
INV001652,,False
INV001653,55.2,True
INV001654,56.0,True
INV001655,,False
INV001656,59.857142857142854,True
INV001658,,False
INV001659,,False
INV001660,,False
INV001661,,False
INV001662,60.2,True
INV001663,,False
INV001664,,False
INV001665,,False
INV001666,,False
INV001667,,False
INV001668,,False
INV001669,,False
INV001670,,False
INV001671,,False
INV001672,34.0,True
INV001673,49.3,True
INV001674,,False
INV001676,,False
INV001677,,False
INV001678,,False
INV001679,,False
INV001680,58.875,True
INV001681,,False
INV001682,,False
INV001683,72.5,True
INV001684,,False
INV001685,,False
INV001686,,False
INV001687,,False
INV001688,,False
INV001689,83.6,True
INV001690,81.16666666666667,True
INV001691,82.0,True
INV001692,,False
INV001693,,False
INV001694,66.14285714285714,True
INV001695,,False
INV001696,,False
INV001697,62.5,True
INV001698,,False
INV001699,83.2,True
INV001700,,False
INV001701,,False
INV001702,,False
INV001703,,False
INV001705,,False
INV001706,,False
INV001707,,False
INV001708,,False
INV001709,51.8,True
INV001710,,False
INV001711,65.83333333333333,True
INV001712,66.6,True
INV001713,,False
INV001714,,False
INV001715,68.28571428571429,True
INV001716,,False
INV001718,84.0,True
INV001719,,False
INV001720,,False
INV001721,,False
INV001722,,False
INV001723,,False
INV001724,69.66666666666667,True
INV001725,,False
INV001726,,False
INV001727,,False
INV001728,50.57142857142857,True
INV001729,,False
INV001730,,False
INV001731,,False
INV001732,,False
INV001733,,False
INV001734,,False
INV001735,,False
INV001736,,False
INV001737,56.833333333333336,True
INV001738,47.5,True
INV001739,52.5,True
INV001740,,False
INV001741,89.4,True
INV001742,,False
INV001743,,False
INV001744,78.5,True
INV001745,,False
INV001746,,False
INV001747,,False
INV001748,,False
INV001749,,False
INV001750,,False
INV001751,,False
INV001752,69.33333333333333,True
INV001753,42.8,True
INV001754,,False
INV001757,55.57142857142857,True
INV001758,,False
INV001759,49.55555555555556,True
INV001760,,False
INV001761,,False
INV001762,,False
INV001763,,False
INV001764,,False
INV001765,,False
INV001766,,False
INV001768,,False
INV001769,98.0,True
INV001770,,False
INV001771,,False
INV001772,95.0,True
INV001773,,False
INV001774,,False
INV001775,29.142857142857142,True
INV001776,,False
INV001777,57.625,True
INV001778,63.57142857142857,True
INV001779,,False
INV001780,,False
INV001781,,False
INV001782,,False
INV001783,,False
INV001784,,False
INV001785,,False
INV001786,,False
INV001787,,False
INV001788,,False
INV001789,,False
INV001790,,False
INV001791,,False
INV001792,,False
INV001793,,False
INV001794,,False
INV001795,,False
INV001796,,False
INV001797,79.66666666666667,True
INV001798,,False
INV001799,,False
INV001800,49.666666666666664,True
INV001801,,False
INV001802,61.666666666666664,True
INV001803,59.0,True
INV001804,55.857142857142854,True
INV001805,,False
INV001806,60.0,True
INV001809,95.6,True
INV001810,,False
INV001811,54.25,True
INV001813,,False
INV001814,,False
INV001815,,False
INV001816,,False
INV001817,,False
INV001818,,False
INV001819,,False
INV001820,,False
INV001821,,False
INV001822,19.8,True
INV001823,58.142857142857146,True
INV001824,,False
INV001825,,False
INV001826,51.2,True
INV001827,,False
INV001828,44.42857142857143,True
INV001829,,False
INV001830,,False
INV001831,72.8,True
INV001832,,False
INV001833,,False
INV001834,,False
INV001835,,False
INV001836,,False
INV001837,62.833333333333336,True
INV001838,,False
INV001839,,False
INV001840,,False
INV001841,56.2,True
INV001842,,False
INV001843,,False
INV001844,,False
INV001845,,False
INV001846,,False
INV001847,,False
INV001848,,False
INV001849,,False
INV001850,,False
INV001851,,False
INV001852,,False
INV001853,47.42857142857143,True
INV001854,,False
INV001855,,False
INV001856,,False
INV001857,,False
INV001858,55.142857142857146,True
INV001859,,False
INV001860,,False
INV001861,,False
INV001862,,False
INV001863,,False
INV001865,63.5,True
INV001866,58.8,True
INV001867,,False
INV001868,,False
INV001869,,False
INV001870,76.0,True
INV001871,55.0,True
INV001872,,False
INV001873,,False
INV001874,,False
INV001875,,False
INV001876,,False
INV001877,,False
INV001878,,False
INV001879,,False
INV001880,,False
INV001881,,False
INV001882,,False
INV001883,99.2,True
INV001885,71.2,True
INV001886,50.75,True
INV001887,,False
INV001888,,False
INV001890,102.6,True
INV001891,96.4,True
INV001892,,False
INV001893,,False
INV001895,,False
INV001896,,False
INV001897,,False
INV001899,,False
INV001900,,False
INV001901,,False
INV001902,,False
INV001903,,False
INV001904,,False
INV001905,,False
INV001906,,False
INV001908,,False
INV001909,62.142857142857146,True
INV001910,,False
INV001911,,False
INV001912,86.4,True
INV001913,,False
INV001914,,False
INV001915,,False
INV001916,,False
INV001917,,False
INV001918,,False
INV001919,,False
INV001920,39.0,True
INV001921,68.57142857142857,True
INV001922,,False
INV001923,80.66666666666667,True
INV001924,59.166666666666664,True
INV001925,,False
INV001926,,False
INV001927,58.8,True
INV001928,,False
INV001929,66.2,True
INV001930,,False
INV001931,,False
INV001932,,False
INV001933,,False
INV001934,,False
INV001935,,False
INV001936,,False
INV001937,60.42857142857143,True
INV001938,43.0,True
INV001939,,False
INV001940,,False
INV001942,,False
INV001943,74.4,True
INV001944,,False
INV001945,,False
INV001946,,False
INV001947,,False
INV001948,,False
INV001949,,False
INV001950,60.166666666666664,True
INV001951,58.833333333333336,True
INV001952,,False
INV001954,86.8,True
INV001955,76.0,True
INV001956,,False
INV001957,,False
INV001959,,False
INV001960,,False
INV001961,83.4,True
INV001962,,False
INV001963,,False
INV001964,,False
INV001965,,False
INV001966,,False
INV001967,,False
INV001968,,False
INV001969,79.2,True
INV001970,,False
INV001971,54.714285714285715,True
INV001972,42.42857142857143,True
INV001973,,False
INV001974,,False
INV001975,,False
INV001976,,False
INV001977,,False
INV001978,83.2,True
INV001979,55.4,True
INV001980,,False
INV001981,,False
INV001982,85.8,True
INV001983,,False
INV001984,,False
INV001985,,False
INV001986,47.666666666666664,True
INV001987,67.0,True
INV001988,,False
INV001989,,False
INV001990,45.285714285714285,True
INV001991,,False
INV001992,,False
INV001993,56.6,True
INV001994,,False
INV001995,48.6,True
INV001996,,False
INV001997,88.6,True
INV001998,,False
INV001999,,False
INV002000,,False
INV002001,84.8,True
INV002002,,False
INV002003,,False
INV002004,,False
INV002005,,False
INV002006,73.6,True
INV002007,,False
INV002008,,False
INV002009,,False
INV002010,74.6,True
INV002011,,False
INV002012,,False
INV002013,,False
INV002014,,False
INV002015,,False
INV002016,,False
INV002017,44.666666666666664,True
INV002018,63.6,True
INV002019,68.8,True
INV002020,,False
INV002021,,False
INV002022,,False
INV002023,,False
INV002024,,False
INV002025,55.833333333333336,True
INV002026,,False
INV002027,,False
INV002028,,False
INV002029,,False
INV002030,,False
INV002031,,False
INV002032,,False
INV002033,55.0,True
INV002034,69.0,True
INV002035,,False
INV002036,,False
INV002037,33.2,True
INV002038,84.0,True
INV002039,,False
INV002040,,False
INV002041,,False
INV002042,,False
INV002043,,False
INV002044,,False
INV002045,,False
INV002046,,False
INV002047,,False
INV002048,,False
INV002049,,False
INV002050,,False
INV002051,78.6,True
INV002052,44.166666666666664,True
INV002053,,False
INV002054,,False
INV002055,,False
INV002056,,False
INV002057,,False
INV002058,,False
INV002059,,False
INV002060,,False
INV002061,,False
INV002063,,False
INV002064,,False
INV002065,,False
INV002066,,False
INV002067,,False
INV002068,,False
INV002069,47.55555555555556,True
INV002070,81.33333333333333,True
INV002071,,False
INV002072,,False
INV002073,,False
INV002074,,False
INV002075,,False
INV002076,,False
INV002077,,False
INV002078,,False
INV002079,,False
INV002080,,False
INV002081,,False
INV002082,,False
INV002083,51.666666666666664,True
INV002084,,False
INV002085,65.0,True
INV002087,,False
INV002088,,False
INV002089,,False
INV002090,90.2,True
INV002091,,False
INV002092,33.5,True
INV002093,,False
INV002094,,False
INV002095,,False
INV002096,,False
INV002097,,False
INV002098,,False
INV002099,,False
INV002101,80.2,True
INV002102,44.8,True
INV002103,,False
INV002104,,False
INV002106,,False
INV002107,71.14285714285714,True
INV002108,,False
INV002109,,False
INV002110,,False
INV002111,62.42857142857143,True
INV002112,,False
INV002113,,False
INV002114,,False
INV002115,,False
INV002116,,False
INV002117,,False
INV002118,,False
INV002119,78.0,True
INV002120,,False
INV002121,68.5,True
INV002122,40.333333333333336,True
INV002123,,False
INV002124,,False
INV002125,,False
INV002126,,False
INV002127,60.2,True
INV002128,,False
INV002129,,False
INV002130,,False
INV002131,,False
INV002132,,False
INV002133,,False
INV002134,82.66666666666667,True
INV002135,,False
INV002136,,False
INV002137,,False
INV002138,91.8,True
INV002139,,False
INV002140,,False
INV002141,,False
INV002142,45.5,True
INV002143,63.57142857142857,True
INV002144,,False
INV002145,,False
INV002146,,False
INV002147,,False
INV002148,,False
INV002149,42.285714285714285,True
INV002150,73.6,True
INV002151,60.375,True
INV002152,,False
INV002153,67.83333333333333,True
INV002154,89.4,True
INV002155,78.0,True
INV002156,,False
INV002157,58.5,True
INV002158,,False
INV002159,65.0,True
INV002160,,False
INV002161,,False
INV002162,58.375,True
INV002163,,False
INV002164,,False
INV002165,,False
INV002166,99.2,True
INV002167,,False
INV002168,,False
INV002169,,False
INV002170,,False
INV002171,55.833333333333336,True
INV002172,,False
INV002173,,False
INV002174,,False
INV002175,,False
INV002176,,False
INV002177,73.0,True
INV002178,66.42857142857143,True
INV002179,54.142857142857146,True
INV002180,,False
INV002181,,False
INV002182,70.5,True
INV002183,,False
INV002184,,False
INV002185,48.4,True
INV002186,74.83333333333333,True
INV002187,67.83333333333333,True
INV002188,,False
INV002189,,False
INV002190,,False
INV002191,,False
INV002192,,False
INV002193,,False
INV002194,,False
INV002195,49.25,True
INV002196,62.142857142857146,True
INV002197,,False
INV002198,43.0,True
INV002199,50.833333333333336,True
INV002200,,False
INV002201,,False
INV002202,70.42857142857143,True
INV002204,,False
INV002205,,False
INV002206,49.0,True
INV002207,,False
INV002208,71.33333333333333,True
INV002209,,False
INV002211,63.833333333333336,True
INV002212,,False
INV002213,,False
INV002214,,False
INV002215,,False
INV002216,61.714285714285715,True
INV002217,,False
INV002218,67.8,True
INV002219,70.85714285714286,True
INV002220,,False
INV002222,,False
INV002223,,False
INV002224,,False
INV002225,,False
INV002226,,False
INV002227,,False
INV002228,68.6,True
INV002229,64.6,True
INV002230,57.57142857142857,True
INV002232,69.16666666666667,True
INV002233,,False
INV002234,,False
INV002235,,False
INV002236,73.66666666666667,True
INV002237,51.666666666666664,True
INV002238,,False
INV002239,,False
INV002240,77.83333333333333,True
INV002241,65.66666666666667,True
INV002242,,False
INV002243,,False
INV002244,,False
INV002245,,False
INV002246,,False
INV002247,,False
INV002248,,False
INV002249,,False
INV002250,,False
INV002251,62.6,True
INV002252,,False
INV002253,,False
INV002255,,False
INV002256,75.6,True
INV002257,,False
INV002258,,False
INV002259,45.333333333333336,True
INV002260,77.8,True
INV002261,,False
INV002262,,False
INV002264,,False
INV002265,63.166666666666664,True
INV002266,,False
INV002267,,False
INV002268,,False
INV002269,,False
INV002270,,False
INV002271,,False
INV002272,,False
INV002273,,False
INV002274,,False
INV002275,,False
INV002276,,False
INV002277,67.33333333333333,True
INV002278,,False
INV002279,,False
INV002280,71.66666666666667,True
INV002281,,False
INV002282,53.2,True
INV002283,,False
INV002284,85.0,True
INV002285,,False
INV002286,,False
INV002287,,False
INV002288,,False
INV002290,61.6,True
INV002291,,False
INV002292,,False
INV002294,48.714285714285715,True
INV002295,64.5,True
INV002296,,False
INV002297,,False
INV002298,23.2,True
INV002299,,False
INV002300,,False
INV002301,,False
INV002302,,False
INV002304,42.55555555555556,True
INV002306,,False
INV002307,,False
INV002308,,False
INV002309,,False
INV002310,,False
INV002311,,False
INV002312,,False
INV002314,,False
INV002315,71.83333333333333,True
INV002316,,False
INV002317,,False
INV002318,,False
INV002319,60.0,True
INV002320,,False
INV002321,,False
INV002322,63.4,True
INV002323,,False
INV002324,,False
INV002325,,False
INV002326,,False
INV002327,76.4,True
INV002328,,False
INV002329,57.0,True
INV002330,,False
INV002332,,False
INV002333,,False
INV002334,,False
INV002335,,False
INV002336,,False
INV002337,,False
INV002338,,False
INV002339,,False
INV002341,,False
INV002342,74.2,True
INV002343,57.75,True
INV002344,,False
INV002345,,False
INV002346,,False
INV002347,40.5,True
INV002348,94.4,True
INV002349,52.2,True
INV002350,,False
INV002351,77.2,True
INV002352,,False
INV002353,,False
INV002355,,False
INV002357,68.33333333333333,True
INV002358,,False
INV002360,56.125,True
INV002361,55.4,True
INV002363,,False
INV002364,,False
INV002365,,False
INV002366,,False
INV002367,52.5,True
INV002368,61.166666666666664,True
INV002369,60.0,True
INV002370,70.16666666666667,True
INV002371,,False
INV002372,95.2,True
INV002373,70.14285714285714,True
INV002374,21.2,False
INV002375,,False
INV002376,,False
INV002377,,False
INV002378,,False
INV002379,,False
INV002380,,False
INV002381,,False
INV002382,,False
INV002383,,False
INV002384,39.111111111111114,True
INV002385,,False
INV002386,,False
INV002387,,False
INV002388,33.2,True
INV002389,50.77777777777778,True
INV002390,47.0,True
INV002391,40.2,True
INV002392,,False
INV002393,,False
INV002394,,False
INV002395,97.0,True
INV002396,,False
INV002397,,False
INV002399,,False
INV002400,55.375,True
INV002401,59.142857142857146,True
INV002402,47.166666666666664,True
INV002403,,False
INV002404,,False
INV002405,,False
INV002406,,False
INV002407,47.833333333333336,True
INV002408,,False
INV002409,55.57142857142857,True
INV002410,,False
INV002411,,False
INV002412,,False
INV002413,53.0,True
INV002414,,False
INV002415,57.42857142857143,True
INV002416,,False
INV002417,83.33333333333333,True
INV002418,91.6,True
INV002419,,False
INV002420,72.8,True
INV002421,,False
INV002422,50.333333333333336,True
INV002423,,False
INV002424,,False
INV002425,,False
INV002426,,False
INV002427,,False
INV002428,,False
INV002429,78.6,True
INV002430,,False
INV002431,,False
INV002432,,False
INV002433,,False
INV002434,88.2,True
INV002435,,False
INV002436,,False
INV002437,49.166666666666664,True
INV002438,,False
INV002440,,False
INV002441,,False
INV002442,,False
INV002443,,False
INV002444,,False
INV002445,38.142857142857146,True
INV002446,,False
INV002447,,False
INV002448,,False
INV002449,,False
INV002450,,False
INV002451,,False
INV002452,,False
INV002453,63.0,True
INV002454,,False
INV002455,,False
INV002457,,False
INV002458,72.4,True
INV002459,53.714285714285715,True
INV002460,,False
INV002461,,False
INV002462,,False
INV002463,95.4,True
INV002464,35.4,True
INV002465,,False
INV002466,80.66666666666667,True
INV002467,38.857142857142854,True
INV002468,,False
INV002469,,False
INV002470,,False
INV002471,56.4,True
INV002472,,False
INV002473,,False
INV002474,,False
INV002475,49.666666666666664,True
INV002476,86.0,True
INV002477,,False
INV002478,,False
INV002479,,False
INV002481,,False
INV002483,,False
INV002484,,False
INV002485,70.4,True
INV002486,,False
INV002487,,False
INV002488,,False
INV002489,,False
INV002490,70.0,True
INV002491,,False
INV002493,,False
INV002494,,False
INV002495,82.2,True
INV002496,53.0,True
INV002497,67.28571428571429,True
INV002498,,False
INV002499,,False
INV002500,,False
INV002502,,False
INV002503,,False
INV002504,,False
INV002505,,False
INV002506,,False
INV002507,,False
INV002508,51.625,True
INV002509,33.666666666666664,True
INV002510,64.33333333333333,True
INV002511,,False
INV002512,,False
INV002513,,False
INV002514,,False
INV002515,,False
INV002516,,False
INV002517,,False
INV002518,,False
INV002519,,False
INV002520,,False
INV002521,74.6,True
INV002523,,False
INV002524,,False
INV002525,,False
INV002526,,False
INV002527,49.666666666666664,True
INV002528,,False
INV002529,,False
INV002530,71.42857142857143,True
INV002531,76.33333333333333,True
INV002532,,False
INV002533,,False
INV002534,,False
INV002535,,False
INV002536,,False
INV002538,,False
INV002539,,False
INV002540,,False
INV002541,,False
INV002542,,False
INV002543,74.66666666666667,True
INV002544,,False
INV002545,,False
INV002546,,False
INV002547,89.0,True
INV002548,,False
INV002549,,False
INV002550,,False
INV002551,,False
INV002552,48.22222222222222,True
INV002553,,False
INV002554,49.666666666666664,True
INV002555,72.0,True
INV002556,,False
INV002557,67.16666666666667,True
INV002558,97.6,True
INV002559,,False
INV002560,95.2,True
INV002561,,False
INV002562,,False
INV002563,65.8,True
INV002564,,False
INV002565,,False
INV002566,,False
INV002567,82.0,True
INV002568,61.57142857142857,True
INV002569,,False
INV002570,62.0,True
INV002571,,False
INV002572,55.714285714285715,True
INV002573,,False
INV002574,79.4,True
INV002575,56.125,True
INV002576,,False
INV002577,,False
INV002578,,False
INV002579,40.8,True
INV002580,,False
INV002582,77.4,True
INV002583,,False
INV002584,,False
INV002585,65.0,True
INV002586,87.2,True
INV002587,,False
INV002588,,False
INV002589,,False
INV002590,50.22222222222222,True
INV002591,52.2,True
INV002592,,False
INV002593,,False
INV002594,94.0,True
INV002595,,False
INV002596,,False
INV002597,,False
INV002598,51.375,True
INV002599,,False
INV002600,,False
INV002601,,False
INV002602,66.0,True
INV002603,,False
INV002604,,False
INV002605,,False
INV002606,89.6,True
INV002607,,False
INV002608,,False
INV002610,,False
INV002611,,False
INV002612,,False
INV002613,65.0,True
INV002614,,False
INV002615,,False
INV002616,,False
INV002617,,False
INV002618,,False
INV002619,,False
INV002620,,False
INV002621,,False
INV002622,76.66666666666667,True
INV002623,,False
INV002624,,False
INV002625,,False
INV002626,,False
INV002627,85.0,True
INV002628,77.0,True
INV002629,,False
INV002630,,False
INV002631,,False
INV002632,65.57142857142857,True
INV002633,,False
INV002634,,False
INV002635,,False
INV002636,,False
INV002637,,False
INV002639,,False
INV002640,70.0,True
INV002641,,False
INV002642,,False
INV002643,74.2,True
INV002645,45.166666666666664,True
INV002646,,False
INV002647,,False
INV002648,,False
INV002649,,False
INV002650,,False
INV002651,,False
INV002652,,False
INV002653,,False
INV002654,61.857142857142854,True
INV002655,,False
INV002656,,False
INV002657,,False
INV002658,,False
INV002659,62.333333333333336,True
INV002660,,False
INV002661,,False
INV002662,,False
INV002664,,False
INV002666,53.166666666666664,True
INV002668,,False
INV002669,,False
INV002670,,False
INV002671,77.16666666666667,True
INV002672,,False
INV002673,65.0,True
INV002674,75.8,True
INV002675,63.857142857142854,True
INV002676,,False
INV002677,,False
INV002678,,False
INV002679,,False
INV002680,,False
INV002681,83.66666666666667,True
INV002682,,False
INV002683,,False
INV002684,80.6,True
INV002685,,False
INV002686,,False
INV002687,,False
INV002688,37.0,True
INV002689,50.0,True
INV002690,,False
INV002691,,False
INV002692,,False
INV002693,45.833333333333336,True
INV002694,,False
INV002695,,False
INV002696,,False
INV002697,55.333333333333336,True
INV002698,,False
INV002699,,False
INV002700,79.83333333333333,True
INV002701,,False
INV002702,,False
INV002703,,False
INV002704,59.142857142857146,True
INV002705,22.571428571428573,True
INV002706,73.6,True
INV002707,,False
INV002708,,False
INV002709,,False
INV002710,,False
INV002711,65.57142857142857,True
INV002712,46.8,True
INV002713,,False
INV002714,,False
INV002715,,False
INV002716,,False
INV002717,,False
INV002718,,False
INV002719,,False
INV002720,,False
INV002721,,False
INV002722,61.4,True
INV002723,37.75,True
INV002724,76.6,True
INV002725,,False
INV002726,45.57142857142857,True
INV002727,,False
INV002728,,False
INV002729,,False
INV002732,70.71428571428571,True
INV002733,51.57142857142857,True
INV002734,,False
INV002735,68.16666666666667,True
INV002736,70.6,True
INV002737,58.42857142857143,True
INV002738,,False
INV002739,,False
INV002740,,False
INV002741,,False
INV002742,,False
INV002743,88.2,True
INV002744,52.888888888888886,True
INV002745,,False
INV002746,68.0,True
INV002747,,False
INV002748,,False
INV002749,,False
INV002750,72.4,True
INV002751,41.5,True
INV002752,,False
INV002753,,False
INV002754,,False
INV002755,,False
INV002756,,False
INV002757,,False
INV002758,81.0,True
INV002759,,False
INV002760,,False
INV002761,80.6,True
INV002762,,False
INV002763,,False
INV002764,,False
INV002765,,False
INV002766,70.6,True
INV002767,55.333333333333336,True
INV002768,,False
INV002769,82.0,True
INV002770,,False
INV002771,,False
INV002772,74.5,True
INV002773,,False
INV002774,,False
INV002775,,False
INV002776,,False
INV002777,,False
INV002778,,False
INV002779,64.2,True
INV002780,,False
INV002781,,False
INV002782,,False
INV002783,64.0,True
INV002784,,False
INV002785,,False
INV002786,76.33333333333333,True
INV002787,,False
INV002788,,False
INV002789,,False
INV002790,,False
INV002791,,False
INV002792,,False
INV002793,59.333333333333336,True
INV002794,56.166666666666664,True
INV002795,,False
INV002796,,False
INV002797,,False
INV002798,,False
INV002799,70.8,True
INV002800,63.5,True
INV002801,,False
INV002802,,False
INV002803,64.83333333333333,True
INV002804,59.857142857142854,True
INV002805,,False
INV002806,,False
INV002807,,False
INV002808,59.666666666666664,True
INV002809,81.4,True
INV002810,32.285714285714285,True
INV002811,,False
INV002813,49.0,True
INV002814,,False
INV002815,,False
INV002816,,False
INV002817,,False
INV002818,,False
INV002819,,False
INV002820,,False
INV002822,53.0,True
INV002823,,False
INV002824,71.83333333333333,True
INV002825,,False
INV002826,61.6,True
INV002827,73.6,True
INV002828,80.0,True
INV002829,,False
INV002830,,False
INV002831,40.2,True
INV002832,,False
INV002833,,False
INV002834,,False
INV002835,82.33333333333333,True
INV002836,,False
INV002837,,False
INV002838,56.714285714285715,True
INV002839,,False
INV002840,,False
INV002841,43.4,True
INV002842,,False
INV002843,43.142857142857146,True
INV002845,,False
INV002846,,False
INV002847,52.666666666666664,True
INV002848,,False
INV002849,,False
INV002850,53.166666666666664,True
INV002851,,False
INV002852,75.8,True
INV002853,,False
INV002854,,False
INV002855,,False
INV002856,,False
INV002857,,False
INV002858,,False
INV002859,76.5,True
INV002860,,False
INV002861,,False
INV002862,,False
INV002863,74.4,True
INV002864,,False
INV002865,37.2,True
INV002866,,False
INV002867,,False
INV002868,,False
INV002869,,False
INV002870,48.2,True
INV002871,,False
INV002872,85.6,True
INV002873,98.2,True
INV002874,,False
INV002875,,False
INV002876,,False
INV002877,,False
INV002878,,False
INV002879,72.16666666666667,True
INV002881,43.6,True
INV002882,,False
INV002883,96.0,True
INV002884,,False
INV002885,,False
INV002886,44.333333333333336,True
INV002888,,False
INV002890,,False
INV002891,72.71428571428571,True
INV002892,,False
INV002893,50.0,True
INV002894,,False
INV002895,,False
INV002896,,False
INV002897,,False
INV002898,,False
INV002899,,False
INV002900,64.2,True
INV002901,,False
INV002902,,False
INV002903,89.6,True
INV002904,49.333333333333336,True
INV002905,73.0,True
INV002906,41.2,True
INV002907,,False
INV002908,,False
INV002909,82.33333333333333,True
INV002910,,False
INV002911,,False
INV002912,97.0,True
INV002913,73.66666666666667,True
INV002914,,False
INV002915,49.285714285714285,True
INV002917,,False
INV002919,,False
INV002920,,False
INV002921,53.333333333333336,True
INV002922,,False
INV002923,,False
INV002924,,False
INV002925,,False
INV002926,,False
INV002927,40.285714285714285,True
INV002928,,False
INV002929,,False
INV002930,,False
INV002931,,False
INV002932,,False
INV002933,,False
INV002934,,False
INV002935,48.0,True
INV002936,,False
INV002937,67.16666666666667,True
INV002939,60.5,True
INV002940,,False
INV002941,,False
INV002942,55.5,True
INV002943,,False
INV002944,,False
INV002945,65.0,True
INV002946,,False
INV002947,64.16666666666667,True
INV002948,,False
INV002949,,False
INV002950,45.857142857142854,True
INV002951,51.833333333333336,True
INV002952,,False
INV002953,,False
INV002954,,False
INV002955,,False
INV002956,,False
INV002957,,False
INV002958,,False
INV002959,,False
INV002960,,False
INV002961,84.66666666666667,True
INV002962,,False
INV002963,,False
INV002964,,False
INV002966,,False
INV002967,,False
INV002968,,False
INV002969,,False
INV002970,,False
INV002971,,False
INV002972,,False
INV002973,,False
INV002974,51.333333333333336,True
INV002975,,False
INV002976,,False
INV002977,,False
INV002978,,False
INV002979,,False
INV002980,,False
INV002982,,False
INV002983,,False
INV002984,91.0,True
INV002985,,False
INV002986,,False
INV002988,,False
INV002989,86.6,True
INV002990,,False
INV002991,,False
INV002992,,False
INV002993,,False
INV002994,58.166666666666664,True
INV002995,,False
INV002996,,False
INV002997,,False
INV002998,,False
INV002999,,False
INV003000,67.0,True
INV003001,,False
INV003002,,False
INV003003,58.25,True
INV003004,,False
INV003005,53.142857142857146,True
INV003006,,False
INV003007,48.25,True
INV003008,,False
INV003009,38.125,True
INV003010,,False
INV003011,64.16666666666667,True
INV003012,,False
INV003013,,False
INV003014,82.4,True
INV003015,54.666666666666664,True
INV003016,,False
INV003017,,False
INV003018,49.2,True
INV003019,,False
INV003020,,False
INV003021,,False
INV003022,69.6,True
INV003023,,False
INV003024,44.2,True
INV003025,35.285714285714285,True
INV003026,,False
INV003027,,False
INV003028,91.4,True
INV003029,,False
INV003031,,False
INV003032,,False
INV003033,,False
INV003034,73.4,True
INV003035,,False
INV003036,57.714285714285715,True
INV003037,79.5,True
INV003038,,False
INV003039,,False
INV003040,74.0,True
INV003041,,False
INV003042,,False
INV003043,73.83333333333333,True
INV003044,71.16666666666667,True
INV003045,36.2,True
INV003046,,False
INV003047,70.14285714285714,True
INV003048,,False
INV003049,,False
INV003051,,False
INV003052,,False
INV003053,,False
INV003054,78.66666666666667,True
INV003055,,False
INV003057,,False
INV003058,,False
INV003059,,False
INV003060,79.0,True
INV003061,,False
INV003062,,False
INV003063,57.833333333333336,True
INV003064,,False
INV003065,,False
INV003066,,False
INV003067,,False
INV003068,,False
INV003069,,False
INV003070,54.5,True
INV003071,,False
INV003072,,False
INV003073,,False
INV003074,74.8,True
INV003075,57.42857142857143,True
INV003076,,False
INV003077,,False
INV003078,69.16666666666667,True
INV003079,,False
INV003080,,False
INV003081,,False
INV003082,46.42857142857143,True
INV003083,66.4,True
INV003084,,False
INV003086,,False
INV003087,,False
INV003088,,False
INV003089,65.0,True
INV003090,,False
INV003091,50.875,True
INV003092,,False
INV003093,,False
INV003094,,False
INV003095,86.6,True
INV003096,,False
INV003097,62.714285714285715,True
INV003098,,False
INV003099,,False
INV003100,,False
INV003101,,False
INV003102,,False
INV003103,,False
INV003104,,False
INV003105,65.5,True
INV003107,,False
INV003108,,False
INV003109,,False
INV003110,,False
INV003111,,False
INV003112,91.6,True
INV003113,66.85714285714286,True
INV003115,48.0,True
INV003116,,False
INV003117,66.57142857142857,True
INV003118,,False
INV003119,,False
INV003120,,False
INV003121,,False
INV003122,,False
INV003123,,False
INV003124,,False
INV003125,,False
INV003127,,False
INV003128,,False
INV003129,,False
INV003130,,False
INV003131,,False
INV003132,,False
INV003133,,False
INV003134,76.83333333333333,True
INV003136,,False
INV003137,,False
INV003138,,False
INV003139,55.166666666666664,True
INV003140,57.0,True
INV003141,67.5,True
INV003142,,False
INV003143,,False
INV003144,82.5,True
INV003145,,False
INV003146,59.5,True
INV003147,,False
INV003149,,False
INV003150,,False
INV003151,81.0,True
INV003153,40.666666666666664,True
INV003154,,False
INV003155,,False
INV003156,,False
INV003157,,False
